0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000010 0.999949 0.000011 0.000010 0.000010 0.000010
0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000010 0.999948 0.000010 0.000010 0.000012 0.000010
0.000010 0.000010 0.999950 0.000010 0.000010 0.000010
0.000010 0.000010 0.999950 0.000010 0.000010 0.000010
0.000010 0.000010 0.999950 0.000010 0.000010 0.000010
0.000010 0.000010 0.999950 0.000010 0.000010 0.000010
0.000010 0.000010 0.999950 0.000010 0.000010 0.000010
0.000013 0.000010 0.999947 0.000010 0.000010 0.000010
0.000010 0.123170 0.000010 0.000010 0.000010 0.876790
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.132802 0.000010 0.000010 0.000010 0.867158
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000013 0.013806 0.000010 0.000010 0.000010 0.986150
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.000014 0.000010 0.000010 0.000010 0.999946
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000010 0.968510 0.000010 0.000010 0.000010 0.031450
0.000010 0.997028 0.000010 0.000010 0.000010 0.002932
0.000010 0.999950 0.000010 0.000010 0.000010 0.000010
0.000017 0.993775 0.000010 0.000010 0.000010 0.006178
0.000010 0.977942 0.000010 0.000010 0.000010 0.022018
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000013 0.000010 0.000010 0.000010 0.000010 0.999947
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.000014 0.000010 0.000010 0.000010 0.999946
0.000010 0.000010 0.000010 0.000010 0.999950 0.000010
0.000010 0.000010 0.000010 0.000010 0.999950 0.000010
0.000010 0.000010 0.000010 0.000010 0.999950 0.000010
0.000010 0.000012 0.000010 0.000010 0.999948 0.000010
0.000010 0.000018 0.000010 0.000010 0.999942 0.000010
0.000010 0.000010 0.000010 0.000010 0.999950 0.000010
0.000010 0.000010 0.000010 0.000010 0.999950 0.000010
0.000010 0.000010 0.000010 0.000010 0.999950 0.000010
0.000010 0.000010 0.000010 0.000010 0.999950 0.000010
0.000010 0.000010 0.000010 0.000010 0.999950 0.000010
0.000010 0.000010 0.000010 0.000010 0.999950 0.000010
0.000010 0.000010 0.000010 0.000010 0.999950 0.000010
0.999950 0.000010 0.000010 0.000010 0.000010 0.000010
0.999950 0.000010 0.000010 0.000010 0.000010 0.000010
0.999950 0.000010 0.000010 0.000010 0.000010 0.000010
0.999950 0.000010 0.000010 0.000010 0.000010 0.000010
0.999950 0.000010 0.000010 0.000010 0.000010 0.000010
0.999950 0.000010 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000010 0.000011 0.000010 0.999949 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000017 0.000010 0.000010 0.999943 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.000010 0.000010 0.000010 0.999950 0.000010 0.000010
0.999947 0.000013 0.000010 0.000010 0.000010 0.000010
0.999950 0.000010 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.999950 0.000010 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
0.000010 0.000010 0.000010 0.000010 0.000010 0.999950
