0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
0.000010 0.000013 0.000010 0.999937 0.000010 0.000010 0.000010
0.000012 0.000010 0.000010 0.999938 0.000010 0.000010 0.000010
0.000010 0.000010 0.000010 0.999940 0.000010 0.000010 0.000010
0.121420 0.246300 0.632241 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
0.127420 0.475059 0.397481 0.000010 0.000010 0.000010 0.000010
0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
0.000010 0.565843 0.434107 0.000010 0.000010 0.000010 0.000010
0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
0.000014 0.999936 0.000010 0.000010 0.000010 0.000010 0.000010
0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
0.000010 0.999940 0.000010 0.000010 0.000010 0.000010 0.000010
0.000010 0.260582 0.739368 0.000010 0.000010 0.000010 0.000010
0.000010 0.494471 0.505479 0.000010 0.000010 0.000010 0.000010
0.000010 0.000017 0.999933 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.996737 0.003213 0.000010 0.000010 0.000010 0.000010 0.000010
0.960378 0.039572 0.000010 0.000010 0.000010 0.000010 0.000010
0.988786 0.000010 0.011164 0.000010 0.000010 0.000010 0.000010
0.999940 0.000010 0.000010 0.000010 0.000010 0.000010 0.000010
0.975356 0.024594 0.000010 0.000010 0.000010 0.000010 0.000010
0.967650 0.032300 0.000010 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
0.000010 0.159968 0.839981 0.000010 0.000011 0.000010 0.000010
0.000010 0.000010 0.999940 0.000010 0.000010 0.000010 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
0.000018 0.000010 0.000010 0.000010 0.000010 0.000010 0.999932
0.000010 0.000017 0.000010 0.000010 0.000010 0.000010 0.999933
0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
0.000010 0.000010 0.000010 0.000010 0.000010 0.000010 0.999940
0.000010 0.000010 0.000017 0.000010 0.999933 0.000010 0.000010
0.000010 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010
0.000010 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010
0.000010 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010
0.000010 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010
0.000010 0.000011 0.000010 0.000010 0.999939 0.000010 0.000010
0.000017 0.000010 0.000010 0.000010 0.000010 0.999933 0.000010
0.000010 0.000018 0.000010 0.000010 0.000010 0.999932 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.999940 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.999940 0.000010
0.000018 0.000014 0.000010 0.000010 0.000010 0.999928 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.999940 0.000010
0.000018 0.000010 0.000012 0.000010 0.000010 0.999930 0.000010
0.000019 0.000014 0.000019 0.000010 0.000010 0.999918 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.999940 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.999940 0.000010
0.000010 0.000010 0.000017 0.000010 0.000010 0.999933 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.999940 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.999939 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.999940 0.000010
0.000010 0.000010 0.000010 0.000010 0.000010 0.999940 0.000010
0.000010 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010
0.000010 0.000010 0.000010 0.000010 0.999940 0.000010 0.000010
